#node	identifier	category	term ID	term description
104438	STRG0A79TGQ.104438	GO Process	GO:0000715	Nucleotide-excision repair, DNA damage recognition
497810	STRG0A79TGQ.497810	KEGG	map00220	Arginine biosynthesis
497810	STRG0A79TGQ.497810	KEGG	map00230	Purine metabolism
497810	STRG0A79TGQ.497810	KEGG	map01100	Metabolic pathways
497810	STRG0A79TGQ.497810	COMPARTMENTS	GOCC:0005622	Intracellular
497810	STRG0A79TGQ.497810	COMPARTMENTS	GOCC:0005737	Cytoplasm
497810	STRG0A79TGQ.497810	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
497810	STRG0A79TGQ.497810	COMPARTMENTS	GOCC:1990902	New cell pole
497810	STRG0A79TGQ.497810	UniProt Keywords	KW-0346	Stress response
497892	STRG0A79TGQ.497892	GO Process	GO:0006810	Transport
497892	STRG0A79TGQ.497892	GO Process	GO:0009987	Cellular process
497892	STRG0A79TGQ.497892	GO Process	GO:0051179	Localization
497892	STRG0A79TGQ.497892	GO Process	GO:0051234	Establishment of localization
497892	STRG0A79TGQ.497892	GO Process	GO:0055085	Transmembrane transport
497892	STRG0A79TGQ.497892	GO Function	GO:0005215	Transporter activity
497892	STRG0A79TGQ.497892	GO Function	GO:0022857	Transmembrane transporter activity
497892	STRG0A79TGQ.497892	GO Component	GO:0016020	Membrane
497892	STRG0A79TGQ.497892	GO Component	GO:0016021	Integral component of membrane
497892	STRG0A79TGQ.497892	GO Component	GO:0031224	Intrinsic component of membrane
497892	STRG0A79TGQ.497892	GO Component	GO:0110165	Cellular anatomical entity
497892	STRG0A79TGQ.497892	KEGG	map04113	Meiosis - yeast
497892	STRG0A79TGQ.497892	Reactome	MAP-382551	Transport of small molecules
497892	STRG0A79TGQ.497892	Reactome	MAP-425366	Transport of bile salts and organic acids, metal ions and amine compounds
497892	STRG0A79TGQ.497892	Reactome	MAP-425407	SLC-mediated transmembrane transport
497892	STRG0A79TGQ.497892	Reactome	MAP-429593	Inositol transporters
497892	STRG0A79TGQ.497892	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
497892	STRG0A79TGQ.497892	UniProt Keywords	KW-0472	Membrane
497892	STRG0A79TGQ.497892	UniProt Keywords	KW-0812	Transmembrane
497892	STRG0A79TGQ.497892	UniProt Keywords	KW-0813	Transport
497892	STRG0A79TGQ.497892	UniProt Keywords	KW-1133	Transmembrane helix
497895	STRG0A79TGQ.497895	GO Process	GO:0005975	Carbohydrate metabolic process
497895	STRG0A79TGQ.497895	GO Process	GO:0008152	Metabolic process
497895	STRG0A79TGQ.497895	GO Process	GO:0009987	Cellular process
497895	STRG0A79TGQ.497895	GO Process	GO:0044238	Primary metabolic process
497895	STRG0A79TGQ.497895	GO Process	GO:0071704	Organic substance metabolic process
497895	STRG0A79TGQ.497895	GO Function	GO:0003824	Catalytic activity
497895	STRG0A79TGQ.497895	GO Function	GO:0004553	Hydrolase activity, hydrolyzing O-glycosyl compounds
497895	STRG0A79TGQ.497895	GO Function	GO:0016787	Hydrolase activity
497895	STRG0A79TGQ.497895	GO Function	GO:0016798	Hydrolase activity, acting on glycosyl bonds
497895	STRG0A79TGQ.497895	GO Component	GO:0016020	Membrane
497895	STRG0A79TGQ.497895	GO Component	GO:0016021	Integral component of membrane
497895	STRG0A79TGQ.497895	GO Component	GO:0031224	Intrinsic component of membrane
497895	STRG0A79TGQ.497895	GO Component	GO:0110165	Cellular anatomical entity
497895	STRG0A79TGQ.497895	STRING clusters	CL:7670	Carbohydrate derivative biosynthetic process, and Hydrolase activity, hydrolyzing O-glycosyl compounds
497895	STRG0A79TGQ.497895	STRING clusters	CL:7671	Hydrolase activity, hydrolyzing O-glycosyl compounds, and Amino sugar metabolic process
497895	STRG0A79TGQ.497895	STRING clusters	CL:7672	Starch and sucrose metabolism, and Ribonuclease T2 activity
497895	STRG0A79TGQ.497895	STRING clusters	CL:7673	Starch and sucrose metabolism
497895	STRG0A79TGQ.497895	STRING clusters	CL:7675	Starch and sucrose metabolism
497895	STRG0A79TGQ.497895	STRING clusters	CL:7677	Starch and sucrose metabolism
497895	STRG0A79TGQ.497895	STRING clusters	CL:7679	Beta-glucosidase activity, and Beta-fructofuranosidase activity
497895	STRG0A79TGQ.497895	KEGG	map00460	Cyanoamino acid metabolism
497895	STRG0A79TGQ.497895	KEGG	map00500	Starch and sucrose metabolism
497895	STRG0A79TGQ.497895	KEGG	map01100	Metabolic pathways
497895	STRG0A79TGQ.497895	KEGG	map01110	Biosynthesis of secondary metabolites
497895	STRG0A79TGQ.497895	COMPARTMENTS	GOCC:0016020	Membrane
497895	STRG0A79TGQ.497895	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
497895	STRG0A79TGQ.497895	UniProt Keywords	KW-0378	Hydrolase
497900	STRG0A79TGQ.497900	GO Process	GO:0006024	Glycosaminoglycan biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:0006629	Lipid metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:0006694	Steroid biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:0008152	Metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:0008202	Steroid metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:0008610	Lipid biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:0009058	Biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:0044238	Primary metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:0044281	Small molecule metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:0044283	Small molecule biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:0071704	Organic substance metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:1901360	Organic cyclic compound metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:1901576	Organic substance biosynthetic process
497900	STRG0A79TGQ.497900	GO Process	GO:1901615	Organic hydroxy compound metabolic process
497900	STRG0A79TGQ.497900	GO Process	GO:1901617	Organic hydroxy compound biosynthetic process
497900	STRG0A79TGQ.497900	GO Function	GO:0003824	Catalytic activity
497900	STRG0A79TGQ.497900	GO Function	GO:0004497	Monooxygenase activity
497900	STRG0A79TGQ.497900	GO Function	GO:0005488	Binding
497900	STRG0A79TGQ.497900	GO Function	GO:0005506	Iron ion binding
497900	STRG0A79TGQ.497900	GO Function	GO:0016491	Oxidoreductase activity
497900	STRG0A79TGQ.497900	GO Function	GO:0016705	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
497900	STRG0A79TGQ.497900	GO Function	GO:0020037	Heme binding
497900	STRG0A79TGQ.497900	GO Function	GO:0043167	Ion binding
497900	STRG0A79TGQ.497900	GO Function	GO:0043169	Cation binding
497900	STRG0A79TGQ.497900	GO Function	GO:0046872	Metal ion binding
497900	STRG0A79TGQ.497900	GO Function	GO:0046906	Tetrapyrrole binding
497900	STRG0A79TGQ.497900	GO Function	GO:0046914	Transition metal ion binding
497900	STRG0A79TGQ.497900	GO Function	GO:0097159	Organic cyclic compound binding
497900	STRG0A79TGQ.497900	GO Function	GO:1901363	Heterocyclic compound binding
497900	STRG0A79TGQ.497900	GO Component	GO:0005622	Intracellular anatomical structure
497900	STRG0A79TGQ.497900	GO Component	GO:0005737	Cytoplasm
497900	STRG0A79TGQ.497900	GO Component	GO:0005783	Endoplasmic reticulum
497900	STRG0A79TGQ.497900	GO Component	GO:0005789	Endoplasmic reticulum membrane
497900	STRG0A79TGQ.497900	GO Component	GO:0012505	Endomembrane system
497900	STRG0A79TGQ.497900	GO Component	GO:0016020	Membrane
497900	STRG0A79TGQ.497900	GO Component	GO:0016021	Integral component of membrane
497900	STRG0A79TGQ.497900	GO Component	GO:0031090	Organelle membrane
497900	STRG0A79TGQ.497900	GO Component	GO:0031224	Intrinsic component of membrane
497900	STRG0A79TGQ.497900	GO Component	GO:0031984	Organelle subcompartment
497900	STRG0A79TGQ.497900	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
497900	STRG0A79TGQ.497900	GO Component	GO:0043226	Organelle
497900	STRG0A79TGQ.497900	GO Component	GO:0043227	Membrane-bounded organelle
497900	STRG0A79TGQ.497900	GO Component	GO:0043229	Intracellular organelle
497900	STRG0A79TGQ.497900	GO Component	GO:0043231	Intracellular membrane-bounded organelle
497900	STRG0A79TGQ.497900	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
497900	STRG0A79TGQ.497900	GO Component	GO:0110165	Cellular anatomical entity
497900	STRG0A79TGQ.497900	KEGG	map01100	Metabolic pathways
497900	STRG0A79TGQ.497900	Reactome	MAP-1430728	Metabolism
497900	STRG0A79TGQ.497900	Reactome	MAP-211859	Biological oxidations
497900	STRG0A79TGQ.497900	Reactome	MAP-211897	Cytochrome P450 - arranged by substrate type
497900	STRG0A79TGQ.497900	Reactome	MAP-211945	Phase I - Functionalization of compounds
497900	STRG0A79TGQ.497900	Reactome	MAP-211976	Endogenous sterols
497900	STRG0A79TGQ.497900	Reactome	MAP-556833	Metabolism of lipids
497900	STRG0A79TGQ.497900	Reactome	MAP-8957322	Metabolism of steroids
497900	STRG0A79TGQ.497900	COMPARTMENTS	GOCC:0005622	Intracellular
497900	STRG0A79TGQ.497900	COMPARTMENTS	GOCC:0043226	Organelle
497900	STRG0A79TGQ.497900	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
497900	STRG0A79TGQ.497900	COMPARTMENTS	GOCC:0043229	Intracellular organelle
497900	STRG0A79TGQ.497900	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
497900	STRG0A79TGQ.497900	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
497900	STRG0A79TGQ.497900	UniProt Keywords	KW-0238	DNA-binding
497900	STRG0A79TGQ.497900	UniProt Keywords	KW-0479	Metal-binding
497900	STRG0A79TGQ.497900	UniProt Keywords	KW-0539	Nucleus
497900	STRG0A79TGQ.497900	UniProt Keywords	KW-0804	Transcription
497900	STRG0A79TGQ.497900	UniProt Keywords	KW-0805	Transcription regulation
497900	STRG0A79TGQ.497900	UniProt Keywords	KW-0862	Zinc
497909	STRG0A79TGQ.497909	GO Process	GO:0000272	Polysaccharide catabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0000372	Group I intron splicing
497909	STRG0A79TGQ.497909	GO Process	GO:0005975	Carbohydrate metabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0005976	Polysaccharide metabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0008152	Metabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0009056	Catabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0009057	Macromolecule catabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0043170	Macromolecule metabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0044238	Primary metabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:0071704	Organic substance metabolic process
497909	STRG0A79TGQ.497909	GO Process	GO:1901575	Organic substance catabolic process
497909	STRG0A79TGQ.497909	GO Function	GO:0003824	Catalytic activity
497909	STRG0A79TGQ.497909	GO Function	GO:0004553	Hydrolase activity, hydrolyzing O-glycosyl compounds
497909	STRG0A79TGQ.497909	GO Function	GO:0004567	Beta-mannosidase activity
497909	STRG0A79TGQ.497909	GO Function	GO:0015923	Mannosidase activity
497909	STRG0A79TGQ.497909	GO Function	GO:0016787	Hydrolase activity
497909	STRG0A79TGQ.497909	GO Function	GO:0016798	Hydrolase activity, acting on glycosyl bonds
497909	STRG0A79TGQ.497909	GO Component	GO:0005576	Extracellular region
497909	STRG0A79TGQ.497909	GO Component	GO:0110165	Cellular anatomical entity
497909	STRG0A79TGQ.497909	STRING clusters	CL:7319	Mixed, incl. Peptidase activity, and Regulation of gluconeogenesis
497909	STRG0A79TGQ.497909	STRING clusters	CL:7320	Mixed, incl. Exopeptidase activity, and Endopeptidase activity
497909	STRG0A79TGQ.497909	KEGG	map00511	Other glycan degradation
497909	STRG0A79TGQ.497909	Reactome	MAP-1430728	Metabolism
497909	STRG0A79TGQ.497909	Reactome	MAP-168249	Innate Immune System
497909	STRG0A79TGQ.497909	Reactome	MAP-168256	Immune System
497909	STRG0A79TGQ.497909	Reactome	MAP-6798695	Neutrophil degranulation
497909	STRG0A79TGQ.497909	Reactome	MAP-71387	Metabolism of carbohydrates
497909	STRG0A79TGQ.497909	Reactome	MAP-8853383	Lysosomal oligosaccharide catabolism
497909	STRG0A79TGQ.497909	COMPARTMENTS	GOCC:0005576	Extracellular region
497909	STRG0A79TGQ.497909	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
497909	STRG0A79TGQ.497909	UniProt Keywords	KW-0378	Hydrolase
498189	STRG0A79TGQ.498189	GO Process	GO:0006810	Transport
498189	STRG0A79TGQ.498189	GO Process	GO:0009987	Cellular process
498189	STRG0A79TGQ.498189	GO Process	GO:0046907	Intracellular transport
498189	STRG0A79TGQ.498189	GO Process	GO:0051179	Localization
498189	STRG0A79TGQ.498189	GO Process	GO:0051234	Establishment of localization
498189	STRG0A79TGQ.498189	GO Process	GO:0051641	Cellular localization
498189	STRG0A79TGQ.498189	GO Process	GO:0051649	Establishment of localization in cell
498189	STRG0A79TGQ.498189	GO Function	GO:0005488	Binding
498189	STRG0A79TGQ.498189	GO Component	GO:0005622	Intracellular anatomical structure
498189	STRG0A79TGQ.498189	GO Component	GO:0005737	Cytoplasm
498189	STRG0A79TGQ.498189	GO Component	GO:0016020	Membrane
498189	STRG0A79TGQ.498189	GO Component	GO:0043226	Organelle
498189	STRG0A79TGQ.498189	GO Component	GO:0043227	Membrane-bounded organelle
498189	STRG0A79TGQ.498189	GO Component	GO:0043229	Intracellular organelle
498189	STRG0A79TGQ.498189	GO Component	GO:0043231	Intracellular membrane-bounded organelle
498189	STRG0A79TGQ.498189	GO Component	GO:0110165	Cellular anatomical entity
498189	STRG0A79TGQ.498189	STRING clusters	CL:10653	Mixed, incl. Other types of O-glycan biosynthesis, and Quorum sensing
498189	STRG0A79TGQ.498189	STRING clusters	CL:10654	Mixed, incl. Other types of O-glycan biosynthesis, and Quorum sensing
498189	STRG0A79TGQ.498189	STRING clusters	CL:10656	Mixed, incl. Other types of O-glycan biosynthesis, and Positive regulation of exit from mitosis
498189	STRG0A79TGQ.498189	STRING clusters	CL:10657	Mixed, incl. Other types of O-glycan biosynthesis, and Positive regulation of exit from mitosis
498189	STRG0A79TGQ.498189	STRING clusters	CL:10699	Mixed, incl. Positive regulation of exit from mitosis, and Glycosphingolipid biosynthesis - lacto and neolacto series
498189	STRG0A79TGQ.498189	KEGG	map04141	Protein processing in endoplasmic reticulum
498189	STRG0A79TGQ.498189	Reactome	MAP-199991	Membrane Trafficking
498189	STRG0A79TGQ.498189	Reactome	MAP-5653656	Vesicle-mediated transport
498189	STRG0A79TGQ.498189	COMPARTMENTS	GOCC:0005622	Intracellular
498189	STRG0A79TGQ.498189	COMPARTMENTS	GOCC:0043226	Organelle
498189	STRG0A79TGQ.498189	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
498189	STRG0A79TGQ.498189	COMPARTMENTS	GOCC:0043229	Intracellular organelle
498189	STRG0A79TGQ.498189	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
498189	STRG0A79TGQ.498189	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
498189	STRG0A79TGQ.498189	UniProt Keywords	KW-0175	Coiled coil
498292	STRG0A79TGQ.498292	GO Process	GO:0009987	Cellular process
498292	STRG0A79TGQ.498292	GO Function	GO:0003824	Catalytic activity
498292	STRG0A79TGQ.498292	GO Function	GO:0016491	Oxidoreductase activity
498292	STRG0A79TGQ.498292	GO Component	GO:0005622	Intracellular anatomical structure
498292	STRG0A79TGQ.498292	GO Component	GO:0005737	Cytoplasm
498292	STRG0A79TGQ.498292	GO Component	GO:0005829	Cytosol
498292	STRG0A79TGQ.498292	GO Component	GO:0110165	Cellular anatomical entity
498292	STRG0A79TGQ.498292	STRING clusters	CL:7268	Mixed, incl. Phospholipid translocation, and Ion gated channel activity
498292	STRG0A79TGQ.498292	STRING clusters	CL:7269	Mixed, incl. Ion gated channel activity, and Aflatoxin biosynthesis
498292	STRG0A79TGQ.498292	KEGG	map00254	Aflatoxin biosynthesis
498292	STRG0A79TGQ.498292	KEGG	map01110	Biosynthesis of secondary metabolites
498292	STRG0A79TGQ.498292	Reactome	MAP-168249	Innate Immune System
498292	STRG0A79TGQ.498292	Reactome	MAP-168256	Immune System
498292	STRG0A79TGQ.498292	Reactome	MAP-6798695	Neutrophil degranulation
498292	STRG0A79TGQ.498292	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
498292	STRG0A79TGQ.498292	UniProt Keywords	KW-0175	Coiled coil
498374	STRG0A79TGQ.498374	GO Process	GO:0009987	Cellular process
498374	STRG0A79TGQ.498374	GO Function	GO:0005488	Binding
498374	STRG0A79TGQ.498374	GO Component	GO:0110165	Cellular anatomical entity
498374	STRG0A79TGQ.498374	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
498374	STRG0A79TGQ.498374	UniProt Keywords	KW-0175	Coiled coil
499063	STRG0A79TGQ.499063	GO Process	GO:0008152	Metabolic process
499063	STRG0A79TGQ.499063	GO Process	GO:0009058	Biosynthetic process
499063	STRG0A79TGQ.499063	GO Function	GO:0003824	Catalytic activity
499063	STRG0A79TGQ.499063	GO Function	GO:0016829	Lyase activity
499063	STRG0A79TGQ.499063	GO Function	GO:0016840	Carbon-nitrogen lyase activity
499063	STRG0A79TGQ.499063	GO Function	GO:0016843	Amine-lyase activity
499063	STRG0A79TGQ.499063	GO Function	GO:0016844	Strictosidine synthase activity
499063	STRG0A79TGQ.499063	GO Component	GO:0110165	Cellular anatomical entity
499063	STRG0A79TGQ.499063	STRING clusters	CL:11520	Inositol transporters, and Threonine catabolism
499063	STRG0A79TGQ.499063	STRING clusters	CL:11633	Mixed, incl. Lactone metabolic process, and Electron-transferring-flavoprotein dehydrogenase activity
499063	STRG0A79TGQ.499063	STRING clusters	CL:11657	Lactone metabolic process, and Strictosidine synthase activity
499063	STRG0A79TGQ.499063	KEGG	map00030	Pentose phosphate pathway
499063	STRG0A79TGQ.499063	KEGG	map00053	Ascorbate and aldarate metabolism
499063	STRG0A79TGQ.499063	KEGG	map01100	Metabolic pathways
499063	STRG0A79TGQ.499063	KEGG	map01110	Biosynthesis of secondary metabolites
499063	STRG0A79TGQ.499063	KEGG	map01200	Carbon metabolism
499063	STRG0A79TGQ.499063	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
499063	STRG0A79TGQ.499063	UniProt Keywords	KW-0472	Membrane
499063	STRG0A79TGQ.499063	UniProt Keywords	KW-0812	Transmembrane
499063	STRG0A79TGQ.499063	UniProt Keywords	KW-1133	Transmembrane helix
499480	STRG0A79TGQ.499480	GO Process	GO:0000378	RNA exon ligation
499480	STRG0A79TGQ.499480	GO Process	GO:0006066	Alcohol metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006067	Ethanol metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006068	Ethanol catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006081	Cellular aldehyde metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006082	Organic acid metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006117	Acetaldehyde metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006325	Chromatin organization
499480	STRG0A79TGQ.499480	GO Process	GO:0006338	Chromatin remodeling
499480	STRG0A79TGQ.499480	GO Process	GO:0006355	Regulation of transcription, DNA-templated
499480	STRG0A79TGQ.499480	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
499480	STRG0A79TGQ.499480	GO Process	GO:0006520	Cellular amino acid metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006566	Threonine metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006567	Threonine catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006807	Nitrogen compound metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0006996	Organelle organization
499480	STRG0A79TGQ.499480	GO Process	GO:0008152	Metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009056	Catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009063	Cellular amino acid catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009066	Aspartate family amino acid metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009068	Aspartate family amino acid catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009889	Regulation of biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009891	Positive regulation of biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009893	Positive regulation of metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0009987	Cellular process
499480	STRG0A79TGQ.499480	GO Process	GO:0010468	Regulation of gene expression
499480	STRG0A79TGQ.499480	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0031323	Regulation of cellular metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0031325	Positive regulation of cellular metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0031326	Regulation of cellular biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:0034308	Primary alcohol metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0034310	Primary alcohol catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0043436	Oxoacid metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0044237	Cellular metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0044238	Primary metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0044248	Cellular catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0044281	Small molecule metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0044282	Small molecule catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
499480	STRG0A79TGQ.499480	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
499480	STRG0A79TGQ.499480	GO Process	GO:0046164	Alcohol catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0046185	Aldehyde catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0046187	Acetaldehyde catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0046395	Carboxylic acid catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0048518	Positive regulation of biological process
499480	STRG0A79TGQ.499480	GO Process	GO:0048522	Positive regulation of cellular process
499480	STRG0A79TGQ.499480	GO Process	GO:0050789	Regulation of biological process
499480	STRG0A79TGQ.499480	GO Process	GO:0050794	Regulation of cellular process
499480	STRG0A79TGQ.499480	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0051252	Regulation of RNA metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0051254	Positive regulation of RNA metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0051276	Chromosome organization
499480	STRG0A79TGQ.499480	GO Process	GO:0051645	Golgi localization
499480	STRG0A79TGQ.499480	GO Process	GO:0051685	Maintenance of ER location
499480	STRG0A79TGQ.499480	GO Process	GO:0060255	Regulation of macromolecule metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0065007	Biological regulation
499480	STRG0A79TGQ.499480	GO Process	GO:0071704	Organic substance metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:0071840	Cellular component organization or biogenesis
499480	STRG0A79TGQ.499480	GO Process	GO:0080090	Regulation of primary metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901564	Organonitrogen compound metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901565	Organonitrogen compound catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901575	Organic substance catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901605	Alpha-amino acid metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901606	Alpha-amino acid catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901615	Organic hydroxy compound metabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1901616	Organic hydroxy compound catabolic process
499480	STRG0A79TGQ.499480	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
499480	STRG0A79TGQ.499480	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
499480	STRG0A79TGQ.499480	GO Process	GO:1903508	Positive regulation of nucleic acid-templated transcription
499480	STRG0A79TGQ.499480	GO Process	GO:2001141	Regulation of RNA biosynthetic process
499480	STRG0A79TGQ.499480	GO Function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
499480	STRG0A79TGQ.499480	GO Function	GO:0003676	Nucleic acid binding
499480	STRG0A79TGQ.499480	GO Function	GO:0003677	DNA binding
499480	STRG0A79TGQ.499480	GO Function	GO:0003700	DNA-binding transcription factor activity
499480	STRG0A79TGQ.499480	GO Function	GO:0005488	Binding
499480	STRG0A79TGQ.499480	GO Function	GO:0008270	Zinc ion binding
499480	STRG0A79TGQ.499480	GO Function	GO:0043167	Ion binding
499480	STRG0A79TGQ.499480	GO Function	GO:0043169	Cation binding
499480	STRG0A79TGQ.499480	GO Function	GO:0046872	Metal ion binding
499480	STRG0A79TGQ.499480	GO Function	GO:0046914	Transition metal ion binding
499480	STRG0A79TGQ.499480	GO Function	GO:0097159	Organic cyclic compound binding
499480	STRG0A79TGQ.499480	GO Function	GO:0140110	Transcription regulator activity
499480	STRG0A79TGQ.499480	GO Function	GO:1901363	Heterocyclic compound binding
499480	STRG0A79TGQ.499480	GO Component	GO:0005622	Intracellular anatomical structure
499480	STRG0A79TGQ.499480	GO Component	GO:0005634	Nucleus
499480	STRG0A79TGQ.499480	GO Component	GO:0043226	Organelle
499480	STRG0A79TGQ.499480	GO Component	GO:0043227	Membrane-bounded organelle
499480	STRG0A79TGQ.499480	GO Component	GO:0043229	Intracellular organelle
499480	STRG0A79TGQ.499480	GO Component	GO:0043231	Intracellular membrane-bounded organelle
499480	STRG0A79TGQ.499480	GO Component	GO:0071513	Phosphopantothenoylcysteine decarboxylase complex
499480	STRG0A79TGQ.499480	GO Component	GO:0110165	Cellular anatomical entity
499480	STRG0A79TGQ.499480	STRING clusters	CL:9958	Mixed, incl. Folate biosynthesis, and Regulation of metal ion transport
499480	STRG0A79TGQ.499480	STRING clusters	CL:9978	Ethanol metabolic process, and Folate biosynthesis
499480	STRG0A79TGQ.499480	KEGG	map01100	Metabolic pathways
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0005622	Intracellular
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0005634	Nucleus
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0043226	Organelle
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0043229	Intracellular organelle
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
499480	STRG0A79TGQ.499480	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
