"","goAcc","Protein_ID","GO_terms"
"14594","GO:0004478","518666","methionine adenosyltransferase activity"
"14595","GO:0005524","518666","ATP binding"
"14596","GO:0006730","518666","one-carbon metabolic process"
"14597","GO:0048269","518666","methionine adenosyltransferase complex"
"14598","GO:0048270","518666","methionine adenosyltransferase regulator activity"
"14599","GO:0046080","518995","dUTP metabolic process"
"14600","GO:0016787","518995","hydrolase activity"
"14601","GO:0004497","519162","monooxygenase activity"
"14602","GO:0005506","519162","iron ion binding"
"14603","GO:0006118","519162","obsolete electron transport"
"14604","GO:0020037","519162","heme binding"
"14605","GO:0016491","519162","oxidoreductase activity"
"14606","GO:0010181","519162","FMN binding"
"14607","GO:0006865","519194","amino acid transport"
"14608","GO:0015171","519194","amino acid transmembrane transporter activity"
"14609","GO:0016020","519194","membrane"
"14610","GO:0006470","519322","protein dephosphorylation"
"14611","GO:0008138","519322","protein tyrosine/serine/threonine phosphatase activity"
"14612","GO:0016311","519322","dephosphorylation"
"14613","GO:0016791","519322","phosphatase activity"
"14614","GO:0004725","519322","protein tyrosine phosphatase activity"
"14615","GO:0006412","519578","translation"
"14616","GO:0016884","519578","carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
"14617","GO:0016884","519918","carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
"14618","GO:0004040","519918","amidase activity"
"14619","GO:0016787","520378","hydrolase activity"
"14620","GO:0050313","520378","sulfur dioxygenase activity"
"14621","GO:0047274","520497","galactinol-sucrose galactosyltransferase activity"
"14622","GO:0030001","520537","metal ion transport"
"14623","GO:0046872","520537","metal ion binding"
"14624","GO:0005524","520537","ATP binding"
"14625","GO:0016020","520537","membrane"
"14626","GO:0016820","520537","ATPase-coupled transmembrane transporter activity"
"14627","GO:0004008","520537","P-type divalent copper transporter activity"
"14628","GO:0030001","520565","metal ion transport"
"14629","GO:0046872","520565","metal ion binding"
"14630","GO:0005524","520565","ATP binding"
"14631","GO:0016020","520565","membrane"
"14632","GO:0016820","520565","ATPase-coupled transmembrane transporter activity"
"14633","GO:0004008","520565","P-type divalent copper transporter activity"
"14634","GO:0016021","520587","membrane"
"14635","GO:0047274","520590","galactinol-sucrose galactosyltransferase activity"
"14636","GO:0016491","520622","oxidoreductase activity"
"14637","GO:0005507","520622","copper ion binding"
"14638","GO:0008447","520622","L-ascorbate oxidase activity"
"14639","GO:0047274","520653","galactinol-sucrose galactosyltransferase activity"
"14640","GO:0005622","520871","intracellular anatomical structure"
"14641","GO:0003723","520907","RNA binding"
"14642","GO:0005669","520999","transcription factor TFIID complex"
"14643","GO:0006352","520999","DNA-templated transcription initiation"
"14644","GO:0003677","520999","DNA binding"
"14645","GO:0005515","521266","protein binding"
"14646","GO:0005515","521304","protein binding"
"14647","GO:0006118","521346","obsolete electron transport"
"14648","GO:0016491","521346","oxidoreductase activity"
"14649","GO:0016787","521481","hydrolase activity"
"14650","GO:0004788","521481","thiamine diphosphokinase activity"
"14651","GO:0003677","521542","DNA binding"
"14652","GO:0005524","521542","ATP binding"
"14653","GO:0003676","521542","nucleic acid binding"
"14654","GO:0004386","521542","helicase activity"
"14655","GO:0003677","521991","DNA binding"
"14656","GO:0005524","521991","ATP binding"
"14657","GO:0003676","521991","nucleic acid binding"
"14658","GO:0004386","521991","helicase activity"
"14659","GO:0005515","521991","protein binding"
"14660","GO:0008270","521991","zinc ion binding"
"14661","GO:0006118","522041","obsolete electron transport"
"14662","GO:0016491","522041","oxidoreductase activity"
"14663","GO:0010181","522041","FMN binding"
"14664","GO:0003958","522041","NADPH-hemoprotein reductase activity"
"14665","GO:0004194","522580","obsolete pepsin A activity"
"14666","GO:0006508","522580","proteolysis"
"14667","GO:0004190","522580","aspartic-type endopeptidase activity"
"14668","GO:0004192","522580","obsolete cathepsin D activity"
"14669","GO:0003735","522936","structural constituent of ribosome"
"14670","GO:0005622","522936","intracellular anatomical structure"
"14671","GO:0005840","522936","ribosome"
"14672","GO:0006412","522936","translation"
"14673","GO:0003677","522975","DNA binding"
"14674","GO:0005524","522975","ATP binding"
"14675","GO:0003676","522975","nucleic acid binding"
"14676","GO:0004386","522975","helicase activity"
"14677","GO:0000785","523025","chromatin"
"14678","GO:0003682","523025","chromatin binding"
"14679","GO:0005634","523025","nucleus"
"14680","GO:0006333","523025","chromatin organization"
"14681","GO:0005524","523025","ATP binding"
"14682","GO:0016887","523025","ATP hydrolysis activity"
"14683","GO:0000166","523025","nucleotide binding"
"14684","GO:0017111","523025","ribonucleoside triphosphate phosphatase activity"
"14685","GO:0005488","523025","binding"
"14686","GO:0004197","523409","cysteine-type endopeptidase activity"
"14687","GO:0006508","523409","proteolysis"
"14688","GO:0008423","523409","obsolete bleomycin hydrolase activity"
"14689","GO:0006098","523451","pentose-phosphate shunt"
"14690","GO:0017057","523451","6-phosphogluconolactonase activity"
"14691","GO:0005975","523451","carbohydrate metabolic process"
"14692","GO:0004497","523481","monooxygenase activity"
"14693","GO:0006118","523481","obsolete electron transport"
"14694","GO:0006725","523481","cellular aromatic compound metabolic process"
"14695","GO:0005089","523709","guanyl-nucleotide exchange factor activity"
"14696","GO:0005622","523709","intracellular anatomical structure"
"14697","GO:0035023","523709","regulation of Rho protein signal transduction"
"14698","GO:0005085","523709","guanyl-nucleotide exchange factor activity"
"14699","GO:0007242","523709","intracellular signal transduction"
"14700","GO:0004370","523897","glycerol kinase activity"
"14701","GO:0004601","523910","peroxidase activity"
"14702","GO:0006118","523910","obsolete electron transport"
"14703","GO:0006979","523910","response to oxidative stress"
"14704","GO:0020037","523910","heme binding"
"14705","GO:0004130","523910","cytochrome-c peroxidase activity"
"14706","GO:0006885","524161","regulation of pH"
"14707","GO:0015299","524161","obsolete solute:proton antiporter activity"
"14708","GO:0016021","524161","membrane"
"14709","GO:0003995","524239","acyl-CoA dehydrogenase activity"
"14710","GO:0006118","524239","obsolete electron transport"
"14711","GO:0016627","524239","oxidoreductase activity, acting on the CH-CH group of donors"
"14712","GO:0008152","524239","metabolic process"
"14713","GO:0050660","524239","flavin adenine dinucleotide binding"
"14714","GO:0003853","524239","2-methylacyl-CoA dehydrogenase activity"
"14715","GO:0006118","524467","obsolete electron transport"
"14716","GO:0016491","524467","oxidoreductase activity"
"14717","GO:0001716","524467","L-amino-acid oxidase activity"
"14718","GO:0000166","524938","nucleotide binding"
"14719","GO:0004812","524938","aminoacyl-tRNA ligase activity"
"14720","GO:0005524","524938","ATP binding"
"14721","GO:0005737","524938","cytoplasm"
"14722","GO:0006412","524938","translation"
"14723","GO:0006418","524938","tRNA aminoacylation for protein translation"
"14724","GO:0004817","524938","cysteine-tRNA ligase activity"
"14725","GO:0006423","524938","cysteinyl-tRNA aminoacylation"
"14726","GO:0003677","525280","DNA binding"
"14727","GO:0003700","525280","DNA-binding transcription factor activity"
"14728","GO:0006355","525280","regulation of DNA-templated transcription"
"14729","GO:0003700","525546","DNA-binding transcription factor activity"
"14730","GO:0005634","525546","nucleus"
"14731","GO:0006355","525546","regulation of DNA-templated transcription"
"14732","GO:0008270","525546","zinc ion binding"
"14733","GO:0003779","525645","actin binding"
"14734","GO:0008290","525645","F-actin capping protein complex"
"14735","GO:0030036","525645","actin cytoskeleton organization"
"14736","GO:0000179","525720","rRNA (adenine-N6,N6-)-dimethyltransferase activity"
"14737","GO:0003880","525720","protein C-terminal carboxyl O-methyltransferase activity"
"14738","GO:0008169","525720","C-methyltransferase activity"
"14739","GO:0008170","525720","N-methyltransferase activity"
"14740","GO:0008171","525720","O-methyltransferase activity"
"14741","GO:0008172","525720","S-methyltransferase activity"
"14742","GO:0008173","525720","RNA methyltransferase activity"
"14743","GO:0008174","525720","mRNA methyltransferase activity"
"14744","GO:0008175","525720","tRNA methyltransferase activity"
"14745","GO:0008276","525720","protein methyltransferase activity"
"14746","GO:0008326","525720","DNA (cytosine-5-)-methyltransferase activity"
"14747","GO:0008425","525720","2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity"
"14748","GO:0008649","525720","rRNA methyltransferase activity"
"14749","GO:0008650","525720","rRNA (uridine-2'-O-)-methyltransferase activity"
"14750","GO:0009008","525720","DNA-methyltransferase activity"
"14751","GO:0009383","525720","rRNA (cytosine-C5-)-methyltransferase activity"
"14752","GO:0016205","525720","selenocysteine methyltransferase activity"
"14753","GO:0016273","525720","arginine N-methyltransferase activity"
"14754","GO:0016274","525720","protein-arginine N-methyltransferase activity"
"14755","GO:0016278","525720","lysine N-methyltransferase activity"
"14756","GO:0016279","525720","protein-lysine N-methyltransferase activity"
"14757","GO:0016300","525720","tRNA (uracil) methyltransferase activity"
"14758","GO:0016423","525720","tRNA (guanine) methyltransferase activity"
"14759","GO:0016424","525720","tRNA (guanine) methyltransferase activity"
"14760","GO:0016426","525720","tRNA (adenine) methyltransferase activity"
"14761","GO:0016427","525720","tRNA (cytosine) methyltransferase activity"
"14762","GO:0016431","525720","tRNA (uracil) methyltransferase activity"
"14763","GO:0016433","525720","rRNA (adenine) methyltransferase activity"
"14764","GO:0016434","525720","rRNA (cytosine) methyltransferase activity"
"14765","GO:0016435","525720","rRNA (guanine) methyltransferase activity"
"14766","GO:0016436","525720","rRNA (uridine) methyltransferase activity"
"14767","GO:0018423","525720","protein C-terminal leucine carboxyl O-methyltransferase activity"
"14768","GO:0018707","525720","1-phenanthrol methyltransferase activity"
"14769","GO:0019702","525720","protein arginine N5-methyltransferase activity"
"14770","GO:0030792","525720","methylarsonite methyltransferase activity"
"14771","GO:0043770","525720","demethylmenaquinone methyltransferase activity"
"14772","GO:0043776","525720","cobalt-precorrin-6B C5-methyltransferase activity"
"14773","GO:0043777","525720","cobalt-precorrin-7 C15-methyltransferase activity"
"14774","GO:0043780","525720","cobalt-precorrin-5B C1-methyltransferase activity"
"14775","GO:0043782","525720","cobalt-precorrin-3 C17-methyltransferase activity"
"14776","GO:0043790","525720","rRNA (adenine-N6,N6-)-dimethyltransferase activity"
"14777","GO:0043791","525720","dimethylamine methyltransferase activity"
"14778","GO:0043803","525720","hydroxyneurosporene-O-methyltransferase activity"
"14779","GO:0043827","525720","tRNA (adenine-57, 58-N(1)-) methyltransferase activity"
"14780","GO:0043833","525720","[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity"
"14781","GO:0043834","525720","trimethylamine methyltransferase activity"
"14782","GO:0043851","525720","[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase"
"14783","GO:0043852","525720","monomethylamine methyltransferase activity"
"14784","GO:0005375","526167","copper ion transmembrane transporter activity"
"14785","GO:0006825","526167","copper ion transport"
"14786","GO:0016021","526167","membrane"
"14787","GO:0004222","526521","metalloendopeptidase activity"
"14788","GO:0006508","526521","proteolysis"
"14789","GO:0003676","526548","nucleic acid binding"
"14790","GO:0004386","526548","helicase activity"
"14791","GO:0005524","526548","ATP binding"
"14792","GO:0008026","526548","helicase activity"
"14793","GO:0005524","526657","ATP binding"
"14794","GO:0006810","526657","transport"
"14795","GO:0015662","526657","P-type ion transporter activity"
"14796","GO:0016020","526657","membrane"
"14797","GO:0006812","526657","monoatomic cation transport"
"14798","GO:0005388","526657","P-type calcium transporter activity"
"14799","GO:0006816","526657","calcium ion transport"
"14800","GO:0016021","526657","membrane"
"14801","GO:0016820","526657","ATPase-coupled transmembrane transporter activity"
"14802","GO:0004437","526794","obsolete inositol or phosphatidylinositol phosphatase activity"
"14803","GO:0008934","526794","inositol monophosphate 1-phosphatase activity"
"14804","GO:0006118","526822","obsolete electron transport"
"14805","GO:0016491","526822","oxidoreductase activity"
"14806","GO:0005525","526848","GTP binding"
"14807","GO:0003924","526848","GTPase activity"
"14808","GO:0008549","526848","obsolete dynamin GTPase activity"
"14809","GO:0006118","527762","obsolete electron transport"
"14810","GO:0016491","527762","oxidoreductase activity"
"14811","GO:0020037","527762","heme binding"
"14812","GO:0046914","527762","transition metal ion binding"
"14813","GO:0010181","527762","FMN binding"
"14814","GO:0004460","527762","L-lactate dehydrogenase (cytochrome) activity"
"14815","GO:0003700","528070","DNA-binding transcription factor activity"
"14816","GO:0005634","528070","nucleus"
"14817","GO:0006355","528070","regulation of DNA-templated transcription"
"14818","GO:0043565","528070","sequence-specific DNA binding"
"14819","GO:0006118","528199","obsolete electron transport"
"14820","GO:0009055","528199","electron transfer activity"
"14821","GO:0051536","528199","iron-sulfur cluster binding"
"14822","GO:0016651","528199","oxidoreductase activity, acting on NAD(P)H"
"14823","GO:0004747","528252","ribokinase activity"
"14824","GO:0000179","528312","rRNA (adenine-N6,N6-)-dimethyltransferase activity"
"14825","GO:0003880","528312","protein C-terminal carboxyl O-methyltransferase activity"
"14826","GO:0008169","528312","C-methyltransferase activity"
"14827","GO:0008170","528312","N-methyltransferase activity"
"14828","GO:0008171","528312","O-methyltransferase activity"
"14829","GO:0008172","528312","S-methyltransferase activity"
"14830","GO:0008173","528312","RNA methyltransferase activity"
"14831","GO:0008174","528312","mRNA methyltransferase activity"
"14832","GO:0008175","528312","tRNA methyltransferase activity"
"14833","GO:0008276","528312","protein methyltransferase activity"
"14834","GO:0008326","528312","DNA (cytosine-5-)-methyltransferase activity"
"14835","GO:0008425","528312","2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity"
"14836","GO:0008649","528312","rRNA methyltransferase activity"
"14837","GO:0008650","528312","rRNA (uridine-2'-O-)-methyltransferase activity"
"14838","GO:0009008","528312","DNA-methyltransferase activity"
"14839","GO:0009383","528312","rRNA (cytosine-C5-)-methyltransferase activity"
"14840","GO:0016205","528312","selenocysteine methyltransferase activity"
"14841","GO:0016273","528312","arginine N-methyltransferase activity"
"14842","GO:0016274","528312","protein-arginine N-methyltransferase activity"
"14843","GO:0016278","528312","lysine N-methyltransferase activity"
"14844","GO:0016279","528312","protein-lysine N-methyltransferase activity"
"14845","GO:0016300","528312","tRNA (uracil) methyltransferase activity"
"14846","GO:0016423","528312","tRNA (guanine) methyltransferase activity"
"14847","GO:0016424","528312","tRNA (guanine) methyltransferase activity"
"14848","GO:0016426","528312","tRNA (adenine) methyltransferase activity"
"14849","GO:0016427","528312","tRNA (cytosine) methyltransferase activity"
"14850","GO:0016431","528312","tRNA (uracil) methyltransferase activity"
"14851","GO:0016433","528312","rRNA (adenine) methyltransferase activity"
"14852","GO:0016434","528312","rRNA (cytosine) methyltransferase activity"
"14853","GO:0016435","528312","rRNA (guanine) methyltransferase activity"
"14854","GO:0016436","528312","rRNA (uridine) methyltransferase activity"
"14855","GO:0018423","528312","protein C-terminal leucine carboxyl O-methyltransferase activity"
"14856","GO:0018707","528312","1-phenanthrol methyltransferase activity"
"14857","GO:0019702","528312","protein arginine N5-methyltransferase activity"
"14858","GO:0030792","528312","methylarsonite methyltransferase activity"
"14859","GO:0043770","528312","demethylmenaquinone methyltransferase activity"
"14860","GO:0043776","528312","cobalt-precorrin-6B C5-methyltransferase activity"
"14861","GO:0043777","528312","cobalt-precorrin-7 C15-methyltransferase activity"
"14862","GO:0043780","528312","cobalt-precorrin-5B C1-methyltransferase activity"
"14863","GO:0043782","528312","cobalt-precorrin-3 C17-methyltransferase activity"
"14864","GO:0043790","528312","rRNA (adenine-N6,N6-)-dimethyltransferase activity"
"14865","GO:0043791","528312","dimethylamine methyltransferase activity"
"14866","GO:0043803","528312","hydroxyneurosporene-O-methyltransferase activity"
"14867","GO:0043827","528312","tRNA (adenine-57, 58-N(1)-) methyltransferase activity"
"14868","GO:0043833","528312","[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase activity"
"14869","GO:0043834","528312","trimethylamine methyltransferase activity"
"14870","GO:0043851","528312","[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase"
"14871","GO:0043852","528312","monomethylamine methyltransferase activity"
"14872","GO:0008060","528674","GTPase activator activity"
"14873","GO:0008270","528674","zinc ion binding"
"14874","GO:0032312","528674","regulation of GTPase activity"
"14875","GO:0004222","528689","metalloendopeptidase activity"
"14876","GO:0006508","528689","proteolysis"
"14877","GO:0008270","528689","zinc ion binding"
"14878","GO:0003824","528689","catalytic activity"
"14879","GO:0046872","528689","metal ion binding"
"14880","GO:0004231","528689","obsolete insulysin activity"
"14881","GO:0003824","528847","catalytic activity"
"14882","GO:0008152","528847","metabolic process"
"14883","GO:0004630","528847","phospholipase D activity"
"14884","GO:0047953","528943","glycerol 2-dehydrogenase (NADP+) activity"
"14885","GO:0005634","528961","nucleus"
"14886","GO:0005524","529079","ATP binding"
"14887","GO:0004140","529079","dephospho-CoA kinase activity"
"14888","GO:0006118","529265","obsolete electron transport"
"14889","GO:0016491","529265","oxidoreductase activity"
"14890","GO:0003824","529422","catalytic activity"
"14891","GO:0004741","529422","[pyruvate dehydrogenase (lipoamide)] phosphatase activity"
"14892","GO:0019909","529422","[pyruvate dehydrogenase (lipoamide)] phosphatase regulator activity"
"14893","GO:0004672","529435","protein kinase activity"
"14894","GO:0005524","529435","ATP binding"
"14895","GO:0006468","529435","protein phosphorylation"
"14896","GO:0004674","529435","protein serine/threonine kinase activity"
"14897","GO:0004682","529435","obsolete protein kinase CK2 activity"
"14898","GO:0005634","529511","nucleus"
"14899","GO:0030528","529511","obsolete transcription regulator activity"
"14900","GO:0045449","529511","regulation of DNA-templated transcription"
"14901","GO:0000009","529763","alpha-1,6-mannosyltransferase activity"
"14902","GO:0000026","529763","alpha-1,2-mannosyltransferase activity"
"14903","GO:0000030","529763","mannosyltransferase activity"
"14904","GO:0000033","529763","alpha-1,3-mannosyltransferase activity"
"14905","GO:0001962","529763","alpha-1,3-galactosyltransferase activity"
"14906","GO:0003980","529763","UDP-glucose:glycoprotein glucosyltransferase activity"
"14907","GO:0004376","529763","glycolipid mannosyltransferase activity"
"14908","GO:0004576","529763","oligosaccharyl transferase activity"
"14909","GO:0004583","529763","dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity"
"14910","GO:0008375","529763","acetylglucosaminyltransferase activity"
"14911","GO:0008376","529763","acetylgalactosaminyltransferase activity"
"14912","GO:0008378","529763","galactosyltransferase activity"
"14913","GO:0008417","529763","fucosyltransferase activity"
"14914","GO:0008755","529763","O antigen polymerase activity"
"14915","GO:0008921","529763","lipopolysaccharide-1,6-galactosyltransferase activity"
"14916","GO:0016253","529763","protein N-acetylglucosaminyltransferase activity"
"14917","GO:0016759","529763","cellulose synthase activity"
"14918","GO:0018715","529763","9-phenanthrol UDP-glucuronosyltransferase activity"
"14919","GO:0018716","529763","1-phenanthrol glycosyltransferase activity"
"14920","GO:0018717","529763","9-phenanthrol glycosyltransferase activity"
"14921","GO:0018718","529763","1,2-dihydroxy-phenanthrene glycosyltransferase activity"
"14922","GO:0019112","529763","phenanthrol glycosyltransferase activity"
"14923","GO:0019187","529763","beta-1,4-mannosyltransferase activity"
"14924","GO:0031278","529763","alpha-1,2-galactosyltransferase activity"
"14925","GO:0033556","529763","dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity"
"14926","GO:0042281","529763","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
"14927","GO:0042283","529763","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
"14928","GO:0045140","529763","inositol phosphoceramide synthase activity"
"14929","GO:0046527","529763","glucosyltransferase activity"
"14930","GO:0046920","529763","alpha-(1->3)-fucosyltransferase activity"
"14931","GO:0046921","529763","alpha-(1->6)-fucosyltransferase activity"
"14932","GO:0004371","530142","glycerone kinase activity"
"14933","GO:0006071","530142","glycerol metabolic process"
"14934","GO:0005524","530142","ATP binding"
"14935","GO:0003700","530294","DNA-binding transcription factor activity"
"14936","GO:0005634","530294","nucleus"
"14937","GO:0006355","530294","regulation of DNA-templated transcription"
"14938","GO:0008270","530294","zinc ion binding"
"14939","GO:0003677","530294","DNA binding"
"14940","GO:0006350","530294","DNA-templated transcription"
"14941","GO:0016491","530686","oxidoreductase activity"
"14942","GO:0005507","530686","copper ion binding"
"14943","GO:0008447","530686","L-ascorbate oxidase activity"
"14944","GO:0003824","530836","catalytic activity"
"14945","GO:0030596","530836","alpha-L-rhamnosidase activity"
"14946","GO:0005215","530914","transporter activity"
"14947","GO:0006810","530914","transport"
"14948","GO:0016021","530914","membrane"
"14949","GO:0016020","530914","membrane"
"14950","GO:0005215","530921","transporter activity"
"14951","GO:0006810","530921","transport"
"14952","GO:0016021","530921","membrane"
"14953","GO:0008152","531546","metabolic process"
"14954","GO:0016491","531546","oxidoreductase activity"
"14955","GO:0005737","531711","cytoplasm"
"14956","GO:0006520","531711","amino acid metabolic process"
"14957","GO:0016620","531711","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"14958","GO:0051287","531711","NAD binding"
"14959","GO:0003942","531711","N-acetyl-gamma-glutamyl-phosphate reductase activity"
"14960","GO:0006526","531711","arginine biosynthetic process"
"14961","GO:0008652","531711","amino acid biosynthetic process"
"14962","GO:0003991","531711","acetylglutamate kinase activity"
"14963","GO:0005739","531711","mitochondrion"
"14964","GO:0046983","531711","protein dimerization activity"
"14965","GO:0003990","531792","acetylcholinesterase activity"
"14966","GO:0016787","531952","hydrolase activity"
"14967","GO:0004050","531952","obsolete apyrase activity"
"14968","GO:0043262","531952","ADP phosphatase activity"
"14969","GO:0019787","531959","ubiquitin-like protein transferase activity"
"14970","GO:0043687","531959","post-translational protein modification"
"14971","GO:0051246","531959","regulation of protein metabolic process"
"14972","GO:0004842","531959","ubiquitin-protein transferase activity"
"14973","GO:0051438","531959","regulation of ubiquitin-protein transferase activity"
"14974","GO:0051440","531959","obsolete regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle"
"14975","GO:0051443","531959","positive regulation of ubiquitin-protein transferase activity"
"14976","GO:0051444","531959","negative regulation of ubiquitin-protein transferase activity"
"14977","GO:0004735","531989","pyrroline-5-carboxylate reductase activity"
"14978","GO:0006561","531989","proline biosynthetic process"
"14979","GO:0016491","531989","oxidoreductase activity"
"14980","GO:0003676","532199","nucleic acid binding"
"14981","GO:0005622","532199","intracellular anatomical structure"
"14982","GO:0008270","532199","zinc ion binding"
"14983","GO:0016773","532201","phosphotransferase activity, alcohol group as acceptor"
"14984","GO:0005488","532201","binding"
"14985","GO:0004682","532201","obsolete protein kinase CK2 activity"
"14986","GO:0008270","532355","zinc ion binding"
"14987","GO:0016491","532355","oxidoreductase activity"
"14988","GO:0000252","532355","C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity"
"14989","GO:0000253","532355","3-keto sterol reductase activity"
"14990","GO:0004033","532355","aldo-keto reductase (NADP) activity"
"14991","GO:0004448","532355","isocitrate dehydrogenase [NAD(P)+] activity"
"14992","GO:0004495","532355","mevaldate reductase activity"
"14993","GO:0008875","532355","gluconate dehydrogenase activity"
"14994","GO:0016229","532355","steroid dehydrogenase activity"
"14995","GO:0018451","532355","epoxide dehydrogenase activity"
"14996","GO:0018452","532355","5-exo-hydroxycamphor dehydrogenase activity"
"14997","GO:0018453","532355","2-hydroxytetrahydrofuran dehydrogenase activity"
"14998","GO:0032442","532355","phenylcoumaran benzylic ether reductase activity"
"14999","GO:0033764","532355","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"15000","GO:0033765","532355","steroid dehydrogenase activity, acting on the CH-CH group of donors"
"15001","GO:0043713","532355","(R)-2-hydroxyisocaproate dehydrogenase activity"
"15002","GO:0048258","532355","3-ketoglucose-reductase activity"
"15003","GO:0051990","532355","(R)-2-hydroxyglutarate dehydrogenase activity"
"15004","GO:0005515","532422","protein binding"
"15005","GO:0008270","532422","zinc ion binding"
"15006","GO:0004842","532422","ubiquitin-protein transferase activity"
"15007","GO:0051438","532422","regulation of ubiquitin-protein transferase activity"
"15008","GO:0051440","532422","obsolete regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle"
"15009","GO:0051443","532422","positive regulation of ubiquitin-protein transferase activity"
"15010","GO:0051444","532422","negative regulation of ubiquitin-protein transferase activity"
"15011","GO:0004316","532460","3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"
"15012","GO:0005634","532479","nucleus"
"15013","GO:0006397","532479","mRNA processing"
"15014","GO:0004576","533144","oligosaccharyl transferase activity"
"15015","GO:0006486","533144","protein glycosylation"
"15016","GO:0016020","533144","membrane"
"15017","GO:0003913","533821","DNA photolyase activity"
"15018","GO:0006281","533821","DNA repair"
"15019","GO:0003904","533821","deoxyribodipyrimidine photo-lyase activity"
"15020","GO:0006886","533845","intracellular protein transport"
"15021","GO:0008270","533845","zinc ion binding"
"15022","GO:0004553","533915","hydrolase activity, hydrolyzing O-glycosyl compounds"
"15023","GO:0005975","533915","carbohydrate metabolic process"
"15024","GO:0004338","533915","glucan exo-1,3-beta-glucosidase activity"
"15025","GO:0005525","533968","GTP binding"
"15026","GO:0003924","533968","GTPase activity"
"15027","GO:0008549","533968","obsolete dynamin GTPase activity"
"15028","GO:0006364","534078","rRNA processing"
"15029","GO:0032040","534078","small-subunit processome"
"15030","GO:0004363","534126","glutathione synthase activity"
"15031","GO:0005524","534126","ATP binding"
"15032","GO:0006750","534126","glutathione biosynthetic process"
"15033","GO:0003824","534126","catalytic activity"
"15034","GO:0004289","534128","obsolete subtilase activity"
"15035","GO:0006508","534128","proteolysis"
"15036","GO:0004290","534128","obsolete kexin activity"
"15037","GO:0016209","534224","antioxidant activity"
"15038","GO:0016491","534224","oxidoreductase activity"
"15039","GO:0051920","534224","peroxiredoxin activity"
"15040","GO:0003677","534270","DNA binding"
"15041","GO:0004519","534270","endonuclease activity"
"15042","GO:0005622","534270","intracellular anatomical structure"
"15043","GO:0006281","534270","DNA repair"
"15044","GO:0003906","534270","DNA-(apurinic or apyrimidinic site) endonuclease activity"
"15045","GO:0020037","534285","heme binding"
"15046","GO:0046914","534285","transition metal ion binding"
"15047","GO:0003774","534285","cytoskeletal motor activity"
"15048","GO:0005524","534285","ATP binding"
"15049","GO:0016459","534285","myosin complex"
"15050","GO:0004100","534285","chitin synthase activity"
"15051","GO:0016787","534322","hydrolase activity"
"15052","GO:0016810","534322","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
"15053","GO:0004038","534322","allantoinase activity"
"15054","GO:0019787","534368","ubiquitin-like protein transferase activity"
"15055","GO:0043687","534368","post-translational protein modification"
"15056","GO:0051246","534368","regulation of protein metabolic process"
"15057","GO:0004842","534368","ubiquitin-protein transferase activity"
"15058","GO:0051438","534368","regulation of ubiquitin-protein transferase activity"
"15059","GO:0051440","534368","obsolete regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle"
"15060","GO:0051443","534368","positive regulation of ubiquitin-protein transferase activity"
"15061","GO:0051444","534368","negative regulation of ubiquitin-protein transferase activity"
"15062","GO:0003676","534468","nucleic acid binding"
"15063","GO:0004386","534468","helicase activity"
"15064","GO:0005524","534468","ATP binding"
"15065","GO:0008026","534468","helicase activity"
"15066","GO:0006464","534608","protein modification process"
"15067","GO:0003735","534608","structural constituent of ribosome"
"15068","GO:0005622","534608","intracellular anatomical structure"
"15069","GO:0005840","534608","ribosome"
"15070","GO:0006412","534608","translation"
"15071","GO:0005515","534674","protein binding"
"15072","GO:0016070","534674","RNA metabolic process"
"15073","GO:0005488","534674","binding"
"15074","GO:0006520","534712","amino acid metabolic process"
"15075","GO:0030170","534712","pyridoxal phosphate binding"
"15076","GO:0004123","534712","cystathionine gamma-lyase activity"
"15077","GO:0004672","534717","protein kinase activity"
"15078","GO:0005524","534717","ATP binding"
"15079","GO:0006468","534717","protein phosphorylation"
"15080","GO:0004674","534717","protein serine/threonine kinase activity"
"15081","GO:0004691","534717","cAMP-dependent protein kinase activity"
"15082","GO:0005952","534717","cAMP-dependent protein kinase complex"
"15083","GO:0005622","534732","intracellular anatomical structure"
